full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Lisa Jones,FAC38E03E5,Southern Africa,South Africa,"Michael Olunga, Seifeddine Jaziri, Victor Osimhen",False,36,68.61,10603051.56,"EUR 16,568,923.83 - Seifeddine Jaziri",Incentive-driven Performance,lisa.jones@coleman-wood.com,+27127001845,3.86,14,"Arabic, Swahili","Contract Negotiation, Youth Development",2024-10-12,Douglas-Watson
Savannah Bridges,FA2BC1FE70,West Africa,Benin,"Inaki Williams, Achraf Hakimi, Yassine Bounou, Michael Olunga",True,25,91.3,7854103.87,"EUR 9,571,115.16 - Thomas Partey",Relegation Release Clause,savannah.bridges@thomas.com,+229118603720,4.61,12,"Arabic, Spanish, Swahili, English","Talent Scouting, International Transfers",2025-01-08,Payne-Alvarez
Alicia Fernandez,FAD781D9E3,West Africa,Sierra Leone,"Riyad Mahrez, Édouard Mendy, Sadio Mané",True,94,69.71,1080439.24,"EUR 7,341,144.33 - Édouard Mendy",Youth Development Oriented,alicia.fernandez@stein-alvarez.info,+232125043274,4.03,23,"Arabic, Spanish","Career Development, Youth Development",2025-02-19,Ford Inc
Ebony Hendricks,FABC251068,Southern Africa,South Africa,"Patson Daka, Karl Toko Ekambi",False,32,84.3,12961904.27,"EUR 13,392,022.42 - Aymen Balbouli",Sponsorship-linked Earnings,ebony.hendricks@jones.net,+27775485640,4.17,16,"Arabic, French, Portuguese","Career Development, Player Marketing, Talent Scouting",2024-12-30,Silva-Lewis
Karen Blair,FAA42E6A45,Southern Africa,Lesotho,"Inaki Williams, Vincent Aboubakar, Seifeddine Jaziri, Thomas Partey",False,24,69.74,3726668.57,"EUR 19,268,544.17 - Yassine Bounou",Incentive-driven Performance,karen.blair@goodwin-campbell.com,+266349404054,4.39,22,"Swahili, English","Contract Negotiation, Youth Development, Career Development",2024-10-05,"Johnson, Middleton and Erickson"
Michael Williams,FAC0E6187E,East Africa,Tanzania,"Frank Kessié, Achraf Hakimi, Mohamed Salah, Anis Ben Slimane",True,88,77.84,10646300.16,"EUR 19,353,959.22 - Vincent Aboubakar",Medical & Injury Coverage,michael.williams@sandoval.com,+255033780580,3.58,27,"French, Portuguese, Spanish","International Transfers, Career Development",2024-12-03,"Winters, Fox and Ayala"
Karen Robbins,FA815F20A0,East Africa,Mauritius,"Inaki Williams, Karl Toko Ekambi",True,96,90.04,10724953.28,"EUR 16,892,412.92 - Michael Olunga",Incentive-driven Performance,karen.robbins@kelley.com,+230467534653,3.82,20,"Portuguese, Spanish, Arabic, French","International Transfers, Contract Negotiation",2024-08-29,Cook-Doyle
Desiree Hinton,FAA1097DDE,West Africa,Sierra Leone,"Riyad Mahrez, Chancel Mbemba, Samuel Chukwueze",True,23,76.38,2513247.49,"EUR 16,803,476.74 - Mohamed Salah",Revenue-sharing from Transfers,desiree.hinton@perkins.com,+232448863662,4.04,20,"Portuguese, Arabic","Player Marketing, Youth Development, Career Development",2024-08-29,Nunez-Watson
Christopher Jenkins,FA435B93F6,Central Africa,Equatorial Guinea,"Mohamed Salah, Aymen Balbouli",True,54,65.85,65353.64,"EUR 14,671,071.97 - Anis Ben Slimane",Endorsement Deal Integration,christopher.jenkins@woods-johnston.com,+240455630892,4.45,15,"Portuguese, French, English, Swahili","Player Marketing, Youth Development, Talent Scouting",2025-02-21,Santiago-Davis
Denise Porter,FA260FBDF5,West Africa,Ivory Coast,"Frank Kessié, Wahbi Khazri, Edmond Tapsoba",False,6,88.46,2278542.34,"EUR 8,284,050.76 - Aymen Balbouli",Renewal Option at Club’s Discretion,denise.porter@cox-gaines.info,+225945211111,4.78,19,"Arabic, English","Youth Development, Talent Scouting",2025-01-07,Dawson Ltd
Craig Adkins,FA7BFC2CE1,West Africa,Guinea,"Sadio Mané, Édouard Mendy, Wahbi Khazri",False,25,85.84,8374212.44,"EUR 12,306,543.02 - Anis Ben Slimane",Long-term Development Focus,craig.adkins@taylor.info,+224819579000,4.17,21,"French, Swahili, English","Player Marketing, Contract Negotiation",2024-09-27,Campos Inc
Hector Sparks,FA9FF538A6,East Africa,Burundi,"Thomas Partey, Riyad Mahrez, Victor Osimhen",False,58,63.35,10569915.45,"EUR 19,885,508.28 - Aymen Dahmen",High Base + Short Duration,hector.sparks@solomon.info,+257878973621,4.08,20,"English, French, Portuguese, Swahili","Career Development, Player Marketing, International Transfers",2024-10-21,"Ryan, Bray and West"
Angelica Ramirez,FA6D43E47B,North Africa,Western Sahara,"Aymen Dahmen, André Onana, Edmond Tapsoba",False,39,90.27,6833612.0,"EUR 11,829,904.54 - Riyad Mahrez",Buyout Clause Protection,angelica.ramirez@lopez.com,+000575546278,4.29,11,"English, Swahili, French, Spanish","Youth Development, Contract Negotiation",2025-01-13,Ruiz Group
Troy Turner,FA8536B92A,Southern Africa,Botswana,"Anis Ben Slimane, Kalidou Koulibaly",True,91,83.25,11529355.01,"EUR 15,214,505.50 - André Onana",Balanced Terms with Bonuses,troy.turner@hall.com,+267654747034,3.97,28,"English, Swahili","International Transfers, Youth Development",2025-02-06,Cohen-Adams
Joshua Rodriguez,FAFCB856E2,North Africa,Western Sahara,"Frank Kessié, Youssef Msakni, Achraf Hakimi",False,26,62.17,14645196.58,"EUR 20,268,796.42 - Samuel Chukwueze",Endorsement Deal Integration,joshua.rodriguez@reed.org,+000147682149,3.79,13,"Swahili, Portuguese, French, Arabic","Contract Negotiation, Youth Development",2025-01-14,Ortega-Ford
Julie Warren,FAB1D6D62E,Central Africa,Sao Tome and Principe,"Patson Daka, Mbwana Samatta, Vincent Aboubakar, Wahbi Khazri",False,12,78.15,732986.37,"EUR 1,878,493.66 - Samuel Chukwueze",Medical & Injury Coverage,julie.warren@brown.com,+000505924050,3.93,1,"Portuguese, Swahili","Talent Scouting, Career Development",2024-08-26,Obrien LLC
Darrell Davis,FA3068B008,Southern Africa,Eswatini (Swaziland),"Samuel Chukwueze, Wahbi Khazri, Michael Olunga",True,40,77.83,12577022.11,"EUR 18,567,630.04 - Mohamed Salah",Balanced Terms with Bonuses,darrell.davis@delacruz.com,+268255425955,4.43,10,"Spanish, French, Portuguese","Youth Development, Player Marketing",2025-01-10,"Hernandez, Harris and Collins"
Laura Garcia,FA767B01C6,West Africa,Mauritania,"Edmond Tapsoba, Patson Daka, André Onana, Sadio Mané",True,87,69.67,4963224.11,"EUR 6,805,125.72 - Percy Tau",Incentive-driven Performance,laura.garcia@brown.info,+222082660332,4.62,26,"Spanish, Swahili, English, French","Youth Development, Player Marketing",2024-11-05,"Wilson, Acosta and Schmidt"
William Adams,FA65FEAA4A,North Africa,Libya,"Chancel Mbemba, Édouard Mendy, Aymen Balbouli, Samuel Chukwueze",False,86,82.07,1232446.57,"EUR 20,474,456.24 - Michael Olunga",Experience-based Scaling,william.adams@weaver.com,+218165662685,3.94,4,"English, Portuguese, Arabic","Career Development, Player Marketing",2024-06-22,Moore LLC
Richard Evans,FA84F2F31D,North Africa,Algeria,"Karl Toko Ekambi, Edmond Tapsoba, Riyad Mahrez",True,83,60.69,13149845.53,"EUR 20,450,076.55 - Yassine Bounou",Long-term Development Focus,richard.evans@spencer-young.com,+213347332725,3.73,15,"Swahili, French, Spanish","International Transfers, Youth Development, Talent Scouting",2024-06-09,Ford PLC
Mitchell Escobar,FA6D6DCAE7,East Africa,Burundi,"Vincent Aboubakar, Aymen Balbouli, Edmond Tapsoba, Mbwana Samatta",False,95,67.12,4317452.18,"EUR 11,584,120.07 - Patson Daka",Championship Clause Activation,mitchell.escobar@mcgee.com,+257797669264,3.78,22,"Arabic, Portuguese, Spanish, French","Talent Scouting, International Transfers",2025-01-25,"Lowery, Rasmussen and Jones"
Shawn Ramirez,FA2A13CD27,Central Africa,Sao Tome and Principe,"Thomas Partey, Chancel Mbemba, Frank Kessié",True,84,89.8,11924372.73,"EUR 18,557,026.17 - Riyad Mahrez",Incentive-driven Performance,shawn.ramirez@wright.info,+000772189891,4.36,1,"Arabic, Swahili, Spanish, English","Career Development, Talent Scouting, Contract Negotiation",2024-06-06,"Ortiz, Cain and Rose"
Kathy Baker,FA94230DCF,North Africa,Morocco,"Samuel Chukwueze, Kalidou Koulibaly, Aymen Balbouli",True,89,70.96,13701252.84,"EUR 17,931,829.32 - Frank Kessié",Medical & Injury Coverage,kathy.baker@campbell-trevino.com,+212868203813,4.02,16,"Portuguese, Spanish, English","Talent Scouting, Career Development, International Transfers",2024-08-12,Macdonald-Tran
Eddie Morales,FA3633FAC4,East Africa,Eritrea,"Ali Maâloul, Samuel Chukwueze, Mbwana Samatta",False,10,63.84,10969945.1,"EUR 20,060,564.75 - Achraf Hakimi",Performance-based + Image Rights,eddie.morales@travis.net,+291690848465,4.26,3,"English, Spanish","Player Marketing, Talent Scouting",2025-03-09,Rollins LLC
Christian Lambert,FA197777E8,East Africa,Uganda,"Wilfried Zaha, Riyad Mahrez, Édouard Mendy",True,72,77.41,6876556.58,"EUR 11,463,388.74 - Yassine Bounou",Signing-on Fee Included,christian.lambert@sparks-lane.biz,+256348610137,4.5,14,"Spanish, Arabic, Swahili, English","Talent Scouting, Player Marketing",2024-06-09,Sims LLC
Amber Parsons,FAF99BAAF9,Central Africa,Gabon,"Seifeddine Jaziri, Frank Kessié, Chancel Mbemba, Édouard Mendy",True,68,95.82,13189994.55,"EUR 17,617,187.89 - Aymen Dahmen",Endorsement Deal Integration,amber.parsons@bishop.com,+241477662101,4.78,21,"Spanish, Swahili","International Transfers, Player Marketing",2024-12-13,"Hernandez, Matthews and Garcia"
Christian Glass,FAC8F593E4,West Africa,Guinea-Bissau,"Mbwana Samatta, Ali Maâloul, Victor Osimhen",False,90,72.99,12510191.18,"EUR 20,356,867.07 - Youssef Msakni",Medical & Injury Coverage,christian.glass@rivera.com,+245343862795,4.39,8,"Spanish, English, Swahili, Arabic","International Transfers, Career Development",2024-08-23,Lopez PLC
Michael Smith,FA2BD29F18,Southern Africa,Lesotho,"Karl Toko Ekambi, Aymen Dahmen",True,25,83.23,3068030.23,"EUR 21,253,605.84 - Chancel Mbemba",Market Value Dependent,michael.smith@bush.com,+266166581412,3.88,16,"English, French","International Transfers, Talent Scouting, Contract Negotiation",2024-10-08,"Hernandez, Reynolds and Allen"
David Miller,FA464DA808,West Africa,Ghana,"Wahbi Khazri, Aymen Dahmen, Percy Tau, Anis Ben Slimane",True,31,68.6,12078946.98,"EUR 18,494,875.11 - Samuel Chukwueze",Loyalty Bonus Included,david.miller@harris.com,+233227791046,3.84,17,"English, French, Spanish, Arabic","Contract Negotiation, Player Marketing",2024-08-24,"Frey, Tran and Hoover"
Jade Branch,FAB6077B44,West Africa,Mauritania,"Ali Maâloul, Yassine Bounou",True,41,93.11,9002509.76,"EUR 15,250,690.48 - Riyad Mahrez",Long-term Development Focus,jade.branch@giles.com,+222878115864,4.14,28,"Spanish, Arabic","Player Marketing, International Transfers",2024-04-06,Burke-White
Paula Bray,FACE0C1FCC,West Africa,Cape Verde,"Vincent Aboubakar, Kalidou Koulibaly, Ali Maâloul, Wilfried Zaha",False,63,92.39,14733396.83,"EUR 21,413,974.95 - Patson Daka",Championship Clause Activation,paula.bray@chung.org,+238802732071,4.16,14,"French, English, Swahili","Player Marketing, Contract Negotiation, Youth Development",2024-03-23,"Jordan, Osborn and Rose"
Gerald Miranda,FADE545168,North Africa,Tunisia,"Mohamed Salah, Samuel Chukwueze, Ali Maâloul, Thomas Partey",True,43,85.1,10532635.23,"EUR 17,652,564.22 - Vincent Aboubakar",No-trade Clause,gerald.miranda@robertson-arnold.com,+216064779404,4.96,29,"English, Arabic","Youth Development, International Transfers, Player Marketing",2024-08-11,"Bryant, Gonzales and Brown"
Michael Smith,FA904762C1,Central Africa,Gabon,"Vincent Aboubakar, Edmond Tapsoba, Samuel Chukwueze",False,48,71.94,2549019.06,"EUR 13,412,171.82 - Thomas Partey",Youth Development Oriented,michael.smith@cohen.com,+241984440379,4.89,6,"English, Arabic, Swahili, French","Contract Negotiation, Career Development",2024-09-05,Jackson PLC
Trevor Wolf,FAF4D68ED0,North Africa,Tunisia,"Youssef Msakni, Édouard Mendy, Yassine Bounou, Mohamed Salah",False,66,67.98,871786.67,"EUR 14,166,362.61 - Karl Toko Ekambi",Long-term Development Focus,trevor.wolf@clark.com,+216444482780,4.9,14,"Spanish, Arabic, Portuguese","Contract Negotiation, Talent Scouting",2024-08-31,Johnson-Moore
Stephen Knight,FA09F651C4,Southern Africa,Eswatini (Swaziland),"Mohamed Salah, Yassine Bounou",True,59,86.82,3523182.36,"EUR 20,585,988.34 - Ali Maâloul",Experience-based Scaling,stephen.knight@chavez.org,+268298741208,4.07,18,"Spanish, French, Swahili, Portuguese","Youth Development, Player Marketing, Talent Scouting",2024-09-19,Buchanan Group
Derek Hopkins,FA2E469BAC,North Africa,Libya,"Karl Toko Ekambi, Seifeddine Jaziri, Ali Maâloul, Inaki Williams",True,69,92.05,8271136.55,"EUR 20,997,818.10 - Achraf Hakimi",Youth Development Oriented,derek.hopkins@clark.com,+218614357641,3.85,13,"Portuguese, English","Player Marketing, Contract Negotiation, International Transfers",2024-04-08,Whitaker-Allen
Nicholas Foster,FA5FFE044A,North Africa,Egypt,"Samuel Chukwueze, Frank Kessié",False,35,79.87,10873698.61,"EUR 16,428,439.98 - Ali Maâloul",Renewal Option at Club’s Discretion,nicholas.foster@velasquez.net,+20969544240,4.73,24,"French, Portuguese","Talent Scouting, Player Marketing",2025-02-28,Smith Ltd
Joseph Mccarthy,FAFE6FE56B,Southern Africa,Namibia,"Samuel Chukwueze, Mohamed Salah, Percy Tau",False,52,88.62,8587105.36,"EUR 22,187,864.47 - Samuel Chukwueze",Sponsorship-linked Earnings,joseph.mccarthy@mcdaniel.com,+264380547956,3.53,20,"Spanish, Swahili, Arabic","International Transfers, Career Development",2024-10-10,Bailey-Hancock
Michael Hess,FACDF7447E,Southern Africa,Lesotho,"Victor Osimhen, Thomas Partey",True,59,93.65,14089906.37,"EUR 15,211,913.20 - Sadio Mané",Revenue-sharing from Transfers,michael.hess@reed.com,+266623582785,4.03,25,"English, French, Arabic","Talent Scouting, Youth Development",2024-08-28,Griffith-Stewart
Sandra Bates,FA2EE684B1,North Africa,Libya,"Wahbi Khazri, Percy Tau",True,65,62.72,13935323.69,"EUR 19,282,510.62 - Wahbi Khazri",Appearance-based Bonuses,sandra.bates@hicks-anderson.com,+218477214565,4.51,20,"Swahili, Arabic, Spanish, English","Talent Scouting, Youth Development, International Transfers",2024-08-15,"Mckinney, Jenkins and Williamson"
Jessica Lowe,FA7348B578,North Africa,Western Sahara,"Inaki Williams, Aymen Balbouli, Sadio Mané, Wahbi Khazri",True,18,81.27,1510038.46,"EUR 12,698,082.68 - Sadio Mané",Youth Development Oriented,jessica.lowe@ramos.com,+000814168464,4.79,23,"Spanish, English, Arabic","Contract Negotiation, Talent Scouting",2024-09-07,Brown-Wilson
Tammy Wright,FAC50D8653,West Africa,Senegal,"Inaki Williams, Achraf Hakimi",False,93,95.4,6583132.59,"EUR 9,190,134.41 - Karl Toko Ekambi",High Base + Short Duration,tammy.wright@oliver.com,+221185217098,3.65,8,"French, Spanish","Career Development, Player Marketing",2024-09-06,Brewer-Haley
Abigail Hall,FA01F4A463,Southern Africa,Eswatini (Swaziland),"Michael Olunga, Thomas Partey",False,94,77.88,2741118.39,"EUR 5,656,403.61 - Aymen Balbouli",Signing-on Fee Included,abigail.hall@hicks-calderon.com,+268225579867,4.79,7,"English, French, Arabic, Spanish","International Transfers, Career Development",2024-11-01,"Mendoza, Hughes and Parsons"
Connie Baxter,FAD04AF9E8,East Africa,Somalia,"Wahbi Khazri, Chancel Mbemba",True,86,77.91,9941220.84,"EUR 19,277,002.61 - Sadio Mané",Endorsement Deal Integration,connie.baxter@martinez.com,+252805360627,4.22,3,"Arabic, Spanish","Contract Negotiation, Talent Scouting",2024-08-12,Andrade Group
Wendy Smith,FA03207AAC,Southern Africa,Botswana,"Achraf Hakimi, Sadio Mané, Patson Daka",True,17,63.11,543583.79,"EUR 8,352,882.26 - Frank Kessié",Championship Clause Activation,wendy.smith@fox.com,+267820054377,4.18,9,"Swahili, Arabic, English","International Transfers, Youth Development, Talent Scouting",2025-02-02,West LLC
Mitchell Miller,FA5E6B5433,North Africa,Sudan,"Michael Olunga, Patson Daka, Aymen Balbouli, Frank Kessié",True,51,94.1,4058301.15,"EUR 13,115,858.52 - Seifeddine Jaziri",Market Value Dependent,mitchell.miller@oconnor.info,+249163179524,4.37,27,"French, English","Player Marketing, Youth Development, Career Development",2024-05-12,Harris-Dunlap
Kelly Foster,FA8FF82474,North Africa,Tunisia,"Sadio Mané, Karl Toko Ekambi",False,20,65.59,14865596.39,"EUR 19,207,092.02 - Percy Tau",Incentive-driven Performance,kelly.foster@rodriguez.org,+216970426721,3.76,11,"Swahili, French, English","Player Marketing, Youth Development",2024-06-02,Smith-Moyer
Elizabeth Newton,FA4871247F,East Africa,Uganda,"Wahbi Khazri, Michael Olunga, Thomas Partey",False,48,68.39,12096472.43,"EUR 12,327,347.63 - Edmond Tapsoba",Buyout Clause Protection,elizabeth.newton@hernandez.net,+256162270621,4.39,12,"Arabic, English, French, Portuguese","Player Marketing, International Transfers",2024-11-04,"Powell, Ramirez and Willis"
Brian Green,FA9CDB7F63,East Africa,Tanzania,"Youssef Msakni, Chancel Mbemba, Wahbi Khazri, Vincent Aboubakar",True,19,64.74,7355151.31,"EUR 9,483,216.74 - Vincent Aboubakar",Renewal Option at Club’s Discretion,brian.green@edwards.com,+255683799449,4.73,8,"English, Portuguese, French","Talent Scouting, Career Development",2024-05-06,"Kerr, Lawson and Anderson"
Stephanie Church,FA78529CB2,North Africa,Western Sahara,"Wilfried Zaha, Youssef Msakni",True,60,93.5,12068549.15,"EUR 20,408,886.22 - Wilfried Zaha",Buyout Clause Protection,stephanie.church@kelly.com,+000733543604,4.19,12,"French, Swahili, Arabic, Spanish","Contract Negotiation, Player Marketing",2024-04-12,Butler-Hall
Ashley Hernandez,FAB7B0F3C5,Southern Africa,South Africa,"Ali Maâloul, Wahbi Khazri, Michael Olunga, Mohamed Salah",False,12,81.95,11803995.41,"EUR 19,932,867.60 - Édouard Mendy",Performance-based + Image Rights,ashley.hernandez@klein.com,+27732323467,4.8,24,"Spanish, French, Portuguese","International Transfers, Contract Negotiation",2024-10-20,"Finley, Gutierrez and Walker"
Mathew Baker,FA707E5CCC,North Africa,Sudan,"Yassine Bounou, Achraf Hakimi, Ali Maâloul, Chancel Mbemba",False,12,76.71,8102581.58,"EUR 9,879,933.18 - Sadio Mané",Medical & Injury Coverage,mathew.baker@wilcox.com,+249484895351,4.9,14,"English, Portuguese","Contract Negotiation, International Transfers",2024-07-12,"Stevenson, Bowers and Potter"
Sandra Mercado,FA5AEAA594,Central Africa,Democratic Republic of the Congo,"Édouard Mendy, Frank Kessié, Youssef Msakni, Vincent Aboubakar",False,94,65.69,8324283.41,"EUR 17,435,979.27 - Achraf Hakimi",Renewal Option at Club’s Discretion,sandra.mercado@short-green.org,+243735559523,4.5,21,"Portuguese, Arabic, Swahili, Spanish","Player Marketing, Talent Scouting",2024-08-14,"Cherry, Robinson and Hayes"
Joseph Collins,FA7F430790,Southern Africa,South Africa,"Yassine Bounou, Thomas Partey, Chancel Mbemba",False,58,65.89,7583311.88,"EUR 18,157,848.63 - Sadio Mané",Youth Development Oriented,joseph.collins@vargas-blackwell.com,+27907239910,4.77,21,"Portuguese, English, Swahili, Spanish","Player Marketing, International Transfers",2025-02-20,Hull-Miller
Christopher Rojas,FAEB489352,West Africa,Guinea-Bissau,"Percy Tau, Ali Maâloul",False,20,62.54,6741169.69,"EUR 9,657,947.15 - Patson Daka",Balanced Terms with Bonuses,christopher.rojas@dixon.com,+245682259036,3.58,14,"Spanish, English","Contract Negotiation, Player Marketing, Career Development",2024-09-23,"Davis, Johnson and Rodriguez"
Patricia Moore,FAC4B8948C,North Africa,Tunisia,"Percy Tau, Ali Maâloul, Mohamed Salah, Samuel Chukwueze",True,24,65.04,7437007.19,"EUR 11,010,175.36 - Vincent Aboubakar",High Base + Short Duration,patricia.moore@garcia.net,+216078836536,4.16,19,"Arabic, French, Spanish","Youth Development, Contract Negotiation, Career Development",2024-10-24,"Whitehead, Jackson and Larsen"
Sheila Turner,FA70F99D10,West Africa,Sierra Leone,"Seifeddine Jaziri, Mbwana Samatta, Samuel Chukwueze, Michael Olunga",True,43,89.97,3650501.24,"EUR 17,080,555.42 - Frank Kessié",Performance-based + Image Rights,sheila.turner@daniels.info,+232243210328,4.57,24,"Spanish, Arabic, Swahili, French","Career Development, Talent Scouting",2024-09-27,"Wu, Marsh and Schmitt"
David Lopez,FA8F12CFF6,North Africa,Algeria,"Patson Daka, Youssef Msakni",True,79,90.48,14727544.43,"EUR 19,969,419.91 - Sadio Mané",Relegation Release Clause,david.lopez@white.com,+213822368495,3.98,21,"Arabic, French, Spanish","International Transfers, Talent Scouting",2024-05-05,Nguyen Inc
Kristine Gutierrez,FA46699882,North Africa,Libya,"Samuel Chukwueze, Inaki Williams",True,44,61.34,7549029.23,"EUR 21,711,945.55 - Samuel Chukwueze",Performance-based + Image Rights,kristine.gutierrez@goodwin.com,+218551124961,3.63,23,"Swahili, English, French","Youth Development, Talent Scouting",2024-04-03,Moore-Buck
Justin Bradley,FA87FFE699,Central Africa,Sao Tome and Principe,"Michael Olunga, Thomas Partey, Patson Daka, Mohamed Salah",False,42,63.69,9561690.73,"EUR 15,808,619.11 - André Onana",Renewal Option at Club’s Discretion,justin.bradley@scott.com,+000417750456,4.73,18,"Spanish, Swahili, French, Arabic","Player Marketing, Talent Scouting",2025-01-19,Stewart and Sons
Donald Blair,FA81091E22,Central Africa,Angola,"Yassine Bounou, Achraf Hakimi, Youssef Msakni",True,15,83.77,14458014.19,"EUR 17,470,216.50 - Michael Olunga",Appearance-based Bonuses,donald.blair@harris-aguilar.com,+244655471049,3.89,14,"Portuguese, French, Spanish","Talent Scouting, International Transfers",2024-08-11,"Howell, Nguyen and Neal"
Jason Jenkins,FA384F4213,Central Africa,Republic of the Congo,"Chancel Mbemba, Ali Maâloul, Sadio Mané, Riyad Mahrez",False,68,95.23,12235640.62,"EUR 21,257,969.78 - Anis Ben Slimane",Experience-based Scaling,jason.jenkins@allen.org,+242397297897,4.19,24,"English, French, Swahili","Talent Scouting, Player Marketing, Career Development",2024-09-01,Sanchez-Martin
John Holt,FA601EF42E,West Africa,Sierra Leone,"Édouard Mendy, Kalidou Koulibaly, Victor Osimhen",True,13,83.82,8451508.32,"EUR 15,049,286.99 - Karl Toko Ekambi",Youth Development Oriented,john.holt@woods.com,+232229140049,4.2,15,"Arabic, English, French, Spanish","Youth Development, International Transfers, Player Marketing",2024-11-11,Reese Group
Michael Bradshaw,FA08A93A0B,East Africa,Kenya,"Youssef Msakni, Patson Daka, Edmond Tapsoba, Seifeddine Jaziri",False,63,88.08,13452673.81,"EUR 17,999,524.41 - Sadio Mané",Balanced Terms with Bonuses,michael.bradshaw@vasquez-black.com,+254734922050,3.9,24,"Swahili, Arabic, Portuguese, English","Contract Negotiation, Talent Scouting",2024-10-02,Jennings-Hanson
Eric Ibarra,FA782B15B1,North Africa,Libya,"Wahbi Khazri, Seifeddine Jaziri",True,39,79.0,10878098.93,"EUR 20,825,394.75 - Seifeddine Jaziri",Medical & Injury Coverage,eric.ibarra@chase.com,+218713625790,4.45,14,"Swahili, Spanish, English","Talent Scouting, International Transfers",2024-09-29,"Mcbride, Dawson and Stanley"
Peter Richmond,FAAE0D43D7,East Africa,Seychelles,"Vincent Aboubakar, Édouard Mendy, Patson Daka, Frank Kessié",True,38,78.11,8533500.17,"EUR 14,813,822.84 - Karl Toko Ekambi",Revenue-sharing from Transfers,peter.richmond@moore.com,+248230624116,4.27,21,"English, Spanish, Swahili","Player Marketing, Talent Scouting, Contract Negotiation",2024-09-17,Sims-Burch
Kathleen Guerrero,FA20C681ED,West Africa,Nigeria,"Sadio Mané, Ali Maâloul, Kalidou Koulibaly",True,56,78.24,1793720.23,"EUR 3,493,647.20 - Wilfried Zaha",No-trade Clause,kathleen.guerrero@wong.com,+234708200256,4.33,12,"French, Arabic","International Transfers, Talent Scouting",2024-07-21,Ortega Ltd
Barry Hughes,FAB2F0D99B,West Africa,Ivory Coast,"Riyad Mahrez, Kalidou Koulibaly, Mbwana Samatta",False,84,80.63,4322096.89,"EUR 18,446,841.50 - Mohamed Salah",High Base + Short Duration,barry.hughes@richards-brown.com,+225803380461,3.58,7,"Portuguese, English","Talent Scouting, International Transfers, Player Marketing",2024-09-26,"Cole, Vincent and Moore"
Audrey Bowen,FA79313DF3,North Africa,Western Sahara,"André Onana, Aymen Dahmen, Michael Olunga, Youssef Msakni",False,84,87.04,14996060.3,"EUR 20,486,613.45 - Thomas Partey",Endorsement Deal Integration,audrey.bowen@nash-thornton.biz,+000575857307,3.55,29,"French, Spanish","Contract Negotiation, Player Marketing",2025-01-25,Thompson Ltd
Mark Strickland,FA3F0C1F66,Central Africa,Angola,"Wilfried Zaha, Michael Olunga, Mbwana Samatta",False,28,79.49,7559637.37,"EUR 13,959,958.23 - Aymen Dahmen",Sponsorship-linked Earnings,mark.strickland@phillips-obrien.biz,+244335853558,4.88,29,"Arabic, Portuguese","Talent Scouting, Contract Negotiation, Career Development",2024-05-06,"Hicks, Lara and Andrews"
Brooke Hall,FA1F8541E1,West Africa,Ivory Coast,"Seifeddine Jaziri, Achraf Hakimi",False,30,69.73,1661835.2,"EUR 14,463,822.49 - Sadio Mané",Experience-based Scaling,brooke.hall@higgins-le.com,+225031553373,4.42,3,"English, French","Contract Negotiation, Career Development",2024-09-02,Logan-Smith
Christopher Perez,FA1B7733BF,North Africa,Tunisia,"Samuel Chukwueze, Edmond Tapsoba",False,95,94.4,5876175.35,"EUR 17,026,646.14 - Achraf Hakimi",Renewal Option at Club’s Discretion,christopher.perez@moore-clark.com,+216126172679,3.91,11,"Portuguese, Arabic, Spanish, English","Contract Negotiation, Player Marketing",2024-05-12,"Ellis, Sullivan and Blair"
Sheila Carr,FAEAD79F3F,Southern Africa,Botswana,"Samuel Chukwueze, Wahbi Khazri, Ali Maâloul",True,61,75.65,5211500.6,"EUR 15,491,328.49 - André Onana",Championship Clause Activation,sheila.carr@edwards.biz,+267488063949,4.25,3,"Swahili, English","Player Marketing, Contract Negotiation, Career Development",2024-04-08,Wolfe PLC
David Mcmahon,FA476CD301,West Africa,Ivory Coast,"Aymen Dahmen, Seifeddine Jaziri",True,52,62.6,11145624.65,"EUR 20,648,396.69 - Vincent Aboubakar",Championship Clause Activation,david.mcmahon@ward.biz,+225233204893,4.61,26,"Swahili, English","Career Development, Player Marketing",2025-02-18,"Stanley, Newman and Hill"
Morgan Patel,FA4330B100,West Africa,Mali,"Sadio Mané, Edmond Tapsoba, Victor Osimhen, Vincent Aboubakar",True,28,93.9,7210277.09,"EUR 21,703,936.75 - Mohamed Salah",High Base + Short Duration,morgan.patel@sullivan.org,+223002967959,3.66,28,"Swahili, Portuguese, French","Player Marketing, International Transfers",2024-10-20,Wallace Ltd
Madeline Adams,FA56889633,Central Africa,Chad,"Samuel Chukwueze, Percy Tau, Sadio Mané, Aymen Dahmen",True,55,80.6,12966899.88,"EUR 19,350,018.36 - Aymen Balbouli",Loyalty Bonus Included,madeline.adams@baker-martin.com,+235872150083,4.7,18,"Portuguese, Spanish, Arabic, English","Career Development, Youth Development, Contract Negotiation",2025-02-05,"Bray, Salas and Wagner"
