player_id,full_name,email,date_of_birth,age,nationality,position,secondary_position,club,league,market_value_eur,salary_expectation,contract_status,fitness_level,medical_history,last_5_match_performance,skills_rating,weaknesses,goals,assists,preferred_foot,verified_status,likes_from_pros,scouting_score,tactic_fit_score,career_path_suggestions,training_recommendations,profile_rating,created_at,yellow_cards,red_cards,matches_suspended,last_incident_date
581,Aziz Gueblia,aziz.gueblia@football.com,1995-05-05,29,Tunisian,defender,midfielder,Ca Bizertin,Nigeria Professional Football League,141000.0,14100.0,Under Contract,93.55,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 64, 'marking': 97, 'heading': 70}",,0.0,10.0,right,True,449,51.63,71.54,Join a competitive mid-tier club,Improve tackling and positioning,73.33,2025-03-09 18:00:00,6.0,2.0,4.0,2025-02-01
582,Baba Bello Ilou,baba.ilou@football.com,1995-09-25,29,Mali,forward,midfielder,Djoliba AC,Nigeria Professional Football League,1500000.0,150000.0,Under Contract,78.82,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 0}}","{'finishing': 91, 'dribbling': 67, 'speed': 79}",,4.0,2.0,right,True,418,48.09,69.37,Join a competitive mid-tier club,Work on finishing and speed,68.27,2025-03-09 18:00:00,8.0,3.0,6.0,2025-02-01
583,Bacem Hajji,bacem.hajji@football.com,1996-06-06,28,Tunisian,midfielder,forward,Etoile Sportive Metlaoui,Nigeria Professional Football League,209000.0,20900.0,Under Contract,92.68,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 2}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 2}}","{'passing': 93, 'dribbling': 67, 'vision': 61}",,25.0,20.0,right,True,482,55.66,65.83,Join a competitive mid-tier club,Enhance passing and stamina,78.66,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
584,Bacem Zemzem,bacem.zemzem@football.com,1993-03-03,32,Tunisian,defender,midfielder,Union Sportive De Ben Guerdane,Nigeria Professional Football League,136000.0,13600.0,Under Contract,81.48,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 80, 'marking': 74, 'heading': 65}",Slow speed,23.0,17.0,right,False,550,62.24,74.56,Join a competitive mid-tier club,Improve tackling and positioning,89.77,2025-03-09 18:00:00,10.0,2.0,4.0,2025-02-01
585,Baha Cherni,baha.cherni@football.com,1997-07-07,27,Tunisian,forward,midfielder,Olympique Beja,Nigeria Professional Football League,325000.0,32500.0,Under Contract,82.33,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 64, 'dribbling': 62, 'speed': 75}",,20.0,8.0,right,True,439,51.01,87.24,Join a competitive mid-tier club,Work on finishing and speed,71.59,2025-03-09 18:00:00,4.0,0.0,0.0,
586,Balla Moussa Conté,balla.conté@football.com,1997-08-10,27,Guinea,forward,midfielder,Club Sportif Sfaxien,Nigeria Professional Football League,219000.0,21900.0,Under Contract,90.18,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 2, 'assists': 2}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 0}}","{'finishing': 94, 'dribbling': 68, 'speed': 94}",,16.0,3.0,right,False,473,54.95,89.69,Join a competitive mid-tier club,Work on finishing and speed,77.22,2025-03-09 18:00:00,4.0,2.0,4.0,2025-02-01
587,Baraket Chaabani,baraket.chaabani@football.com,1995-05-05,29,Tunisian,defender,midfielder,Egs Gafsa,Nigeria Professional Football League,160000.0,16000.0,Free Agent,93.53,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 78, 'marking': 93, 'heading': 98}",,19.0,10.0,right,True,444,51.03,92.54,Join a competitive mid-tier club,Improve tackling and positioning,72.47,2025-03-09 18:00:00,9.0,0.0,0.0,2025-02-01
588,Baraket Hmidi,baraket.hmidi@football.com,1994-04-04,30,Tunisian,defender,midfielder,Club Sportif Sfaxien,Nigeria Professional Football League,121000.0,12100.0,Under Contract,90.01,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 69, 'marking': 69, 'heading': 79}",,14.0,11.0,right,False,524,59.79,67.9,Join a competitive mid-tier club,Improve tackling and positioning,85.42,2025-03-09 18:00:00,8.0,2.0,4.0,2025-02-01
589,Bassem Srarfi,bassem.srarfi@football.com,1997-06-25,27,Tunisian,forward,midfielder,Club Africain Tunis,Nigeria Professional Football League,232000.0,23200.0,Under Contract,97.0,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 1, 'assists': 1}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 60, 'dribbling': 65, 'speed': 61}",,16.0,1.0,left,True,534,61.85,61.43,Join a competitive mid-tier club,Work on finishing and speed,87.07,2025-03-09 18:00:00,10.0,0.0,0.0,2025-02-01
590,Bassem Triki,bassem.triki@football.com,1996-06-06,28,Tunisian,midfielder,forward,As Soliman,Nigeria Professional Football League,276000.0,27600.0,Under Contract,78.55,No recent injuries,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 2}, 'match_5': {'goals': 2, 'assists': 2}}","{'passing': 97, 'dribbling': 92, 'vision': 62}",,29.0,9.0,right,False,529,61.02,98.99,Join a competitive mid-tier club,Enhance passing and stamina,86.32,2025-03-09 18:00:00,5.0,1.0,2.0,2025-02-01
591,Bechir Hasni,bechir.hasni@football.com,1996-06-06,28,Tunisian,forward,midfielder,Olympique Beja,Nigeria Professional Football League,222000.0,22200.0,Under Contract,97.02,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 2}}","{'finishing': 95, 'dribbling': 72, 'speed': 94}",,6.0,3.0,left,False,547,63.06,60.57,Join a competitive mid-tier club,Work on finishing and speed,89.23,2025-03-09 18:00:00,9.0,3.0,6.0,2025-02-01
592,Bechir Mkadem,bechir.mkadem@football.com,1996-06-06,28,Tunisian,midfielder,forward,Olympique Beja,Nigeria Professional Football League,237000.0,23700.0,Under Contract,73.93,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 2}}","{'passing': 74, 'dribbling': 81, 'vision': 63}",,17.0,8.0,left,True,373,43.18,98.43,Join a competitive mid-tier club,Enhance passing and stamina,60.83,2025-03-09 18:00:00,4.0,0.0,0.0,
593,Bilel Mgannem,bilel.mgannem@football.com,1996-06-06,28,Tunisian,midfielder,forward,Us Tataouine,Nigeria Professional Football League,258000.0,25800.0,Under Contract,89.79,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 2, 'assists': 2}}","{'passing': 76, 'dribbling': 64, 'vision': 80}",,22.0,12.0,left,False,522,60.23,93.15,Join a competitive mid-tier club,Enhance passing and stamina,85.19,2025-03-09 18:00:00,9.0,2.0,4.0,2025-02-01
594,Bilel Sahli,bilel.sahli@football.com,1997-07-07,27,Tunisian,forward,midfielder,Esperance Tunis,Nigeria Professional Football League,216000.0,21600.0,Under Contract,86.43,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 83, 'dribbling': 90, 'speed': 99}",,6.0,16.0,right,True,506,58.68,96.48,Join a competitive mid-tier club,Work on finishing and speed,82.55,2025-03-09 18:00:00,2.0,0.0,0.0,
595,Chahine Smaoui,chahine.smaoui@football.com,1997-07-07,27,Tunisian,forward,midfielder,Olympique Beja,Nigeria Professional Football League,188000.0,18800.0,Under Contract,84.84,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 1}}","{'finishing': 89, 'dribbling': 66, 'speed': 66}",,15.0,16.0,right,False,410,47.7,75.49,Join a competitive mid-tier club,Work on finishing and speed,66.86,2025-03-09 18:00:00,0.0,0.0,0.0,
596,Chamseddine Jrid,chamseddine.jrid@football.com,1997-07-07,27,Tunisian,forward,midfielder,Stade Tunisien,Nigeria Professional Football League,323000.0,32300.0,Under Contract,79.33,No recent injuries,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 1}}","{'finishing': 86, 'dribbling': 83, 'speed': 78}",,12.0,1.0,right,True,544,62.98,67.89,Join a competitive mid-tier club,Work on finishing and speed,88.69,2025-03-09 18:00:00,8.0,3.0,6.0,2025-02-01
597,Chaouki Ben Khader,chaouki.khader@football.com,1995-05-05,29,Tunisian,defender,midfielder,Club Sportif Sfaxien,Nigeria Professional Football League,154000.0,15400.0,Under Contract,85.11,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 93, 'marking': 81, 'heading': 86}",,25.0,4.0,right,False,395,45.42,84.26,Join a competitive mid-tier club,Improve tackling and positioning,64.45,2025-03-09 18:00:00,6.0,3.0,6.0,2025-02-01
598,Charfeddine Ouni,charfeddine.ouni@football.com,1997-07-07,27,Tunisian,forward,midfielder,Olympique Beja,Nigeria Professional Football League,199000.0,19900.0,Under Contract,74.85,No recent injuries,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 2}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 0}}","{'finishing': 65, 'dribbling': 69, 'speed': 90}",,7.0,5.0,right,False,493,57.17,89.65,Join a competitive mid-tier club,Work on finishing and speed,80.39,2025-03-09 18:00:00,1.0,0.0,0.0,
599,Charles Lwanga,charles.lwanga@football.com,1992-01-29,33,Uganda,forward,midfielder,Vipers SC,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,81.08,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 84, 'dribbling': 61, 'speed': 69}",,8.0,2.0,left,True,409,45.82,65.23,Join a competitive mid-tier club,Work on finishing and speed,66.75,2025-03-09 18:00:00,7.0,1.0,2.0,2025-02-01
600,Cheickna Samaké,cheickna.samaké@football.com,1997-03-17,27,Malian,forward,midfielder,Stade Malien,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,72.96,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 1}}","{'finishing': 69, 'dribbling': 85, 'speed': 64}",,4.0,1.0,right,True,447,51.96,91.9,Join a competitive mid-tier club,Work on finishing and speed,72.94,2025-03-09 18:00:00,3.0,3.0,6.0,2025-02-01
601,Chiheb Salhi,chiheb.salhi@football.com,1994-04-04,30,Tunisian,defender,midfielder,Us Monastir,Nigeria Professional Football League,238000.0,23800.0,Under Contract,87.16,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 81, 'marking': 63, 'heading': 93}",Slow speed,7.0,18.0,right,False,500,57.1,68.34,Join a competitive mid-tier club,Improve tackling and positioning,81.57,2025-03-09 18:00:00,7.0,3.0,6.0,2025-02-01
602,Chiheb Zoughlami,chiheb.zoughlami@football.com,1996-06-06,28,Tunisian,midfielder,forward,Jeunesse Sportive Omrane,Nigeria Professional Football League,55000.0,5500.0,Under Contract,72.87,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 1}}","{'passing': 66, 'dribbling': 76, 'vision': 70}",,9.0,9.0,left,False,471,54.43,79.67,Focus on development in current league,Enhance passing and stamina,76.9,2025-03-09 18:00:00,5.0,0.0,0.0,2025-02-01
603,Christoph Beck,christoph.beck@football.com,1999-09-09,25,Germany,forward,midfielder,As Gabes,Nigeria Professional Football League,116000.0,11600.0,Under Contract,74.81,No recent injuries,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 67, 'dribbling': 87, 'speed': 92}",,18.0,19.0,right,False,446,52.48,94.26,Join a competitive mid-tier club,Work on finishing and speed,72.83,2025-03-09 18:00:00,5.0,0.0,0.0,2025-02-01
604,Chérif Bodian,chérif.bodian@football.com,1998-07-10,26,Senegal,forward,midfielder,Etoile Sportive Metlaoui,Nigeria Professional Football League,175000.0,17500.0,Under Contract,72.56,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 84, 'dribbling': 80, 'speed': 71}",,24.0,20.0,right,True,428,50.05,67.74,Join a competitive mid-tier club,Work on finishing and speed,69.79,2025-03-09 18:00:00,9.0,3.0,6.0,2025-02-01
605,Delano Abrahams,delano.abrahams@football.com,1995-11-03,29,South Africa,unknown,,Cape Town City,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,81.44,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'finishing': 85, 'dribbling': 88, 'speed': 97}",,4.0,5.0,right,True,522,59.93,69.68,Join a competitive mid-tier club,Work on finishing and speed,85.19,2025-03-09 18:00:00,10.0,1.0,2.0,2025-02-01
606,Denis Chirinciuc,denis.chirinciuc@football.com,1995-05-05,29,Moldova,defender,midfielder,Es Zarzis,Nigeria Professional Football League,283000.0,28300.0,Under Contract,95.26,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 94, 'marking': 96, 'heading': 88}",,15.0,12.0,right,True,394,45.32,62.51,Join a competitive mid-tier club,Improve tackling and positioning,64.31,2025-03-09 18:00:00,10.0,0.0,0.0,2025-02-01
607,Dhia Maatougui,dhia.maatougui@football.com,1995-05-05,29,Tunisian,defender,midfielder,Avenir Sportif De Gabes,Nigeria Professional Football League,68000.0,6800.0,Under Contract,97.21,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 83, 'marking': 74, 'heading': 65}",,16.0,17.0,both,True,447,51.33,65.86,Focus on development in current league,Improve tackling and positioning,72.9,2025-03-09 18:00:00,5.0,2.0,4.0,2025-02-01
608,Dhia Slimani,dhia.slimani@football.com,1995-05-05,29,Tunisian,defender,midfielder,Egs Gafsa,Nigeria Professional Football League,52000.0,5200.0,Under Contract,72.16,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 91, 'marking': 93, 'heading': 95}",Slow speed,21.0,3.0,left,True,534,61.28,65.86,Focus on development in current league,Improve tackling and positioning,87.11,2025-03-09 18:00:00,6.0,3.0,6.0,2025-02-01
609,Dhiaeddine Jebli,dhiaeddine.jebli@football.com,1996-06-06,28,Tunisian,forward,midfielder,As Soliman,Nigeria Professional Football League,76000.0,7600.0,Under Contract,89.04,No recent injuries,"{'match_1': {'goals': 1, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 2}}","{'finishing': 79, 'dribbling': 71, 'speed': 94}",,30.0,18.0,left,True,523,60.37,68.14,Focus on development in current league,Work on finishing and speed,85.38,2025-03-09 18:00:00,5.0,3.0,6.0,2025-02-01
610,Dhiaeddine Jouini,dhiaeddine.jouini@football.com,1997-07-07,27,Tunisian,forward,midfielder,Us Monastir,Nigeria Professional Football League,87000.0,8700.0,Under Contract,90.53,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 97, 'dribbling': 76, 'speed': 86}",,21.0,10.0,both,True,442,51.32,71.45,Focus on development in current league,Work on finishing and speed,72.03,2025-03-09 18:00:00,10.0,0.0,0.0,2025-02-01
611,Dodo Elgabas,dodo.elgabas@football.com,1987-01-01,38,Egypt,forward,midfielder,Pyramids FC,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,86.01,No recent injuries,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 1}}","{'finishing': 76, 'dribbling': 70, 'speed': 98}",,3.0,1.0,left,True,508,55.62,92.6,Join a competitive mid-tier club,Work on finishing and speed,82.89,2025-03-09 18:00:00,4.0,1.0,2.0,2025-02-01
612,Dominik Hauner,dominik.hauner@football.com,1996-06-06,28,Germany,midfielder,forward,As Gabes,Nigeria Professional Football League,65000.0,6500.0,Under Contract,90.01,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'passing': 61, 'dribbling': 61, 'vision': 88}",,22.0,17.0,right,True,519,59.88,96.63,Focus on development in current league,Enhance passing and stamina,84.69,2025-03-09 18:00:00,0.0,3.0,6.0,2025-02-01
613,Dzenan Zajmovic,dzenan.zajmovic@football.com,1994-11-11,30,Bosnian,forward,midfielder,FK Sarajevo,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,77.01,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 83, 'dribbling': 83, 'speed': 75}",,3.0,1.0,right,False,531,60.67,76.25,Join a competitive mid-tier club,Work on finishing and speed,86.67,2025-03-09 18:00:00,9.0,3.0,6.0,2025-02-01
614,Elyes Dhaoui,elyes.dhaoui@football.com,1996-06-06,28,Tunisian,midfielder,forward,Olympique Beja,Nigeria Professional Football League,187000.0,18700.0,Under Contract,84.69,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 2}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 0}}","{'passing': 90, 'dribbling': 68, 'vision': 86}",,19.0,17.0,right,True,468,54.04,65.13,Join a competitive mid-tier club,Enhance passing and stamina,76.34,2025-03-09 18:00:00,4.0,1.0,2.0,2025-02-01
615,Emam Ashour,emam.ashour@football.com,1998-02-20,27,Egypt,midfielder,forward,Al Ahly,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,81.73,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 2, 'assists': 2}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 1}}","{'passing': 73, 'dribbling': 84, 'vision': 81}",,5.0,3.0,right,True,405,47.19,68.95,Join a competitive mid-tier club,Enhance passing and stamina,66.13,2025-03-09 18:00:00,1.0,3.0,6.0,2025-02-01
616,Eskander Mzoughi,eskander.mzoughi@football.com,1995-05-05,29,Tunisian,defender,midfielder,As Soliman,Nigeria Professional Football League,195000.0,19500.0,Under Contract,72.69,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 94, 'marking': 92, 'heading': 86}",,19.0,16.0,left,True,415,47.66,89.45,Join a competitive mid-tier club,Improve tackling and positioning,67.66,2025-03-09 18:00:00,10.0,1.0,2.0,2025-02-01
617,Fagrie Lakay,fagrie.lakay@football.com,1997-05-31,27,South Africa,forward,midfielder,Cape Town City,Nigeria Professional Football League,500000.0,50000.0,Under Contract,88.77,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 1, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 2}}","{'finishing': 99, 'dribbling': 85, 'speed': 78}",,4.0,3.0,right,True,422,49.11,87.1,Join a competitive mid-tier club,Work on finishing and speed,68.87,2025-03-09 18:00:00,7.0,1.0,2.0,2025-02-01
618,Faisal Charwetey,faisal.charwetey@football.com,1997-03-03,28,Ghanaian,forward,midfielder,Nations FC,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,84.86,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 98, 'dribbling': 85, 'speed': 65}",,9.0,2.0,right,False,477,55.07,98.69,Join a competitive mid-tier club,Work on finishing and speed,77.81,2025-03-09 18:00:00,8.0,3.0,6.0,2025-02-01
619,Faissal Mannai,faissal.mannai@football.com,1996-06-06,28,Tunisian,midfielder,forward,Us Monastir,Nigeria Professional Football League,130000.0,13000.0,Under Contract,78.26,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 0}}","{'passing': 62, 'dribbling': 65, 'vision': 87}",Weak passing,13.0,0.0,right,True,374,43.29,60.58,Join a competitive mid-tier club,Enhance passing and stamina,60.98,2025-03-09 18:00:00,2.0,3.0,6.0,2025-02-01
620,Fakhreddine Hammami,fakhreddine.hammami@football.com,1997-07-07,27,Tunisian,forward,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,179000.0,17900.0,Under Contract,84.21,No recent injuries,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 2}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 2}}","{'finishing': 62, 'dribbling': 72, 'speed': 72}",,5.0,13.0,right,False,485,56.26,90.03,Join a competitive mid-tier club,Work on finishing and speed,79.08,2025-03-09 18:00:00,9.0,3.0,6.0,2025-02-01
621,Fares Labidi,fares.labidi@football.com,1996-06-06,28,Tunisian,midfielder,forward,Olympique Beja,Nigeria Professional Football League,80000.0,8000.0,Under Contract,93.26,No recent injuries,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 2}}","{'passing': 72, 'dribbling': 60, 'vision': 99}",,2.0,4.0,right,True,435,50.25,80.23,Focus on development in current league,Enhance passing and stamina,70.93,2025-03-09 18:00:00,1.0,3.0,6.0,2025-02-01
622,Farouk Chaouech,farouk.chaouech@football.com,1995-05-05,29,Tunisian,defender,midfielder,Jeunesse Sportive Omrane,Nigeria Professional Football League,134000.0,13400.0,Under Contract,94.05,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 96, 'marking': 90, 'heading': 76}",,20.0,12.0,right,False,422,48.5,96.11,Join a competitive mid-tier club,Improve tackling and positioning,68.86,2025-03-09 18:00:00,9.0,2.0,4.0,2025-02-01
