full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Kimberly Parker,FAAC84027D,Central Africa,Democratic Republic of the Congo,"Aymen Dahmen, Karl Toko Ekambi, Edmond Tapsoba, Samuel Chukwueze",True,88,77.85,13375271.95,"€15,979,939.80 - Wahbi Khazri",Youth Development Oriented,kimberly.parker@thomas-adams.biz,+243944709613,3.56,30,"Spanish, French, Portuguese","Player Marketing, Youth Development",2024-03-22,"Lawson, Grant and Kim"
William Gregory,FACBF01406,Southern Africa,Eswatini (Swaziland),"Édouard Mendy, Victor Osimhen, Mohamed Salah",False,12,71.29,1519389.14,"€14,686,153.95 - Patson Daka",Renewal Option at Club’s Discretion,william.gregory@pennington-frederick.com,+268877696962,3.97,1,"Spanish, Arabic","International Transfers, Contract Negotiation",2025-01-06,Miller Ltd
Michael Wagner,FA2B76514E,Southern Africa,Botswana,"Mohamed Salah, Kalidou Koulibaly",False,88,69.99,8665020.05,"€16,907,857.44 - Sadio Mané",High Base + Short Duration,michael.wagner@ortiz.com,+267676758219,4.82,8,"Spanish, Swahili, English","Contract Negotiation, Career Development, International Transfers",2024-11-10,Lewis-Christensen
Stephen Rodriguez,FAE82701AF,Central Africa,Sao Tome and Principe,"Mohamed Salah, Thomas Partey",True,99,80.95,938028.3,"€5,990,091.11 - Frank Kessié",Championship Clause Activation,stephen.rodriguez@cochran.com,+000258922597,3.83,21,"English, Spanish","Talent Scouting, Youth Development, International Transfers",2024-07-16,Weeks PLC
Jessica Nichols,FAC3DD035D,Central Africa,Republic of the Congo,"Victor Osimhen, Édouard Mendy, Mbwana Samatta",True,78,88.98,823856.18,"€17,381,537.07 - Percy Tau",Endorsement Deal Integration,jessica.nichols@morton.org,+242707633060,4.36,7,"Spanish, French","Contract Negotiation, Player Marketing",2025-01-20,Hood and Sons
Michael Mcfarland,FAD1E1D9E9,Southern Africa,Eswatini (Swaziland),"André Onana, Édouard Mendy",False,99,88.43,8822891.87,"€18,061,398.65 - Thomas Partey",Loyalty Bonus Included,michael.mcfarland@greene.com,+268493872046,3.86,28,"English, Swahili, Arabic, French","Contract Negotiation, Talent Scouting",2024-08-21,Alexander Group
Charles Smith,FA729299D4,Central Africa,Central African Republic,"Karl Toko Ekambi, Youssef Msakni, Ali Maâloul",False,27,72.68,5541785.17,"€11,418,726.29 - Frank Kessié",Experience-based Scaling,charles.smith@bowen.com,+236016357843,4.17,4,"English, Portuguese, Arabic","International Transfers, Contract Negotiation",2024-12-16,Williams Ltd
Corey Fleming,FA47EB531B,North Africa,Western Sahara,"Samuel Chukwueze, Aymen Balbouli",False,99,68.0,3569627.0,"€13,097,742.23 - Chancel Mbemba",Buyout Clause Protection,corey.fleming@bennett-wilson.com,+000086860397,4.75,13,"Swahili, Portuguese, Spanish","Youth Development, Contract Negotiation, Talent Scouting",2024-04-13,"Miller, Thomas and Mccormick"
Andrew Anderson,FABF081C13,East Africa,Somalia,"Kalidou Koulibaly, Karl Toko Ekambi, Victor Osimhen",True,54,67.24,6409209.93,"€22,115,852.24 - Youssef Msakni",Endorsement Deal Integration,andrew.anderson@palmer.com,+252271422443,4.51,25,"English, Swahili, Spanish, French","Contract Negotiation, Player Marketing, Talent Scouting",2025-01-15,Sanchez-Mcbride
Jason Obrien,FA7E35C361,Southern Africa,Lesotho,"Michael Olunga, Percy Tau",False,27,96.59,5358731.19,"€13,148,799.01 - Michael Olunga",Relegation Release Clause,jason.obrien@davis.com,+266436156632,4.85,17,"Portuguese, Arabic, English, French","Player Marketing, International Transfers",2025-02-13,Lopez and Sons
Glen Ortega,FA6ACA1A30,North Africa,Tunisia,"Aymen Balbouli, Ali Maâloul",True,33,69.56,430645.25,"€14,273,648.43 - Samuel Chukwueze",No-trade Clause,glen.ortega@kelly.info,+216720120341,4.55,1,"Portuguese, Spanish, English","Youth Development, Player Marketing, Talent Scouting",2024-11-01,"Williams, Tucker and Tran"
William Orr,FAE749C0DA,Central Africa,Republic of the Congo,"Patson Daka, Inaki Williams, Mohamed Salah, Kalidou Koulibaly",True,11,66.59,8687171.48,"€19,082,053.58 - Wahbi Khazri",No-trade Clause,william.orr@serrano.net,+242049796871,3.88,27,"Arabic, Swahili, English","Youth Development, International Transfers, Talent Scouting",2024-04-01,Walker-Clayton
Elizabeth Todd,FAA96732E4,North Africa,Egypt,"Édouard Mendy, Victor Osimhen, Edmond Tapsoba, Aymen Balbouli",False,94,69.26,6546723.54,"€13,066,406.09 - Aymen Dahmen",Youth Development Oriented,elizabeth.todd@smith.com,+20477969395,4.15,20,"Portuguese, Spanish, English","Career Development, Youth Development",2025-01-31,Foster and Sons
Michael Pruitt,FAD78FC8C6,West Africa,Cape Verde,"André Onana, Riyad Mahrez, Karl Toko Ekambi",False,46,67.75,1354179.04,"€19,619,939.12 - Ali Maâloul",Medical & Injury Coverage,michael.pruitt@copeland.info,+238660717514,3.55,10,"French, English, Portuguese, Spanish","Contract Negotiation, International Transfers",2024-04-15,Davis-Tucker
Krystal Adams,FAA845D38B,West Africa,Cape Verde,"Wilfried Zaha, Inaki Williams, Seifeddine Jaziri, Samuel Chukwueze",True,89,93.73,711738.58,"€15,006,068.37 - Patson Daka",Balanced Terms with Bonuses,krystal.adams@harris.com,+238072927159,4.84,21,"Portuguese, French","Talent Scouting, Player Marketing",2025-02-17,Pollard LLC
Jeremy Terry,FAAAF07441,Central Africa,Democratic Republic of the Congo,"Anis Ben Slimane, Achraf Hakimi, André Onana, Youssef Msakni",False,74,87.72,10775170.94,"€12,965,692.81 - Édouard Mendy",Buyout Clause Protection,jeremy.terry@morris.info,+243919045711,3.57,27,"Swahili, English, French, Portuguese","Contract Negotiation, Talent Scouting, Youth Development",2024-08-10,"Mendez, Martin and Fisher"
Matthew Contreras,FAAFF331A3,North Africa,Tunisia,"Yassine Bounou, Patson Daka, Victor Osimhen",False,53,74.3,13744438.78,"€18,629,756.13 - Aymen Balbouli",Experience-based Scaling,matthew.contreras@mcdonald-aguilar.net,+216631363061,4.73,26,"Arabic, English, Portuguese","Player Marketing, International Transfers",2024-05-09,Hendrix-Watts
Joseph Harding,FA88820D32,Southern Africa,Namibia,"Michael Olunga, Riyad Mahrez, Mbwana Samatta, Wahbi Khazri",False,61,93.39,10081390.29,"€18,611,286.33 - André Onana",Signing-on Fee Included,joseph.harding@herrera-alvarado.org,+264555847536,3.92,22,"English, Arabic, French, Spanish","Player Marketing, Contract Negotiation, Talent Scouting",2024-03-08,"James, Smith and Johnson"
Brianna Gibson,FAEEA4A996,Central Africa,Gabon,"Seifeddine Jaziri, André Onana, Frank Kessié, Edmond Tapsoba",False,91,69.54,7098825.01,"€10,343,469.82 - Mohamed Salah",High Base + Short Duration,brianna.gibson@woodard.com,+241624159257,4.6,29,"French, Swahili, Portuguese","Contract Negotiation, Career Development, Youth Development",2024-06-14,"Peterson, Christensen and Marquez"
Martha Johnson,FA51F7299B,West Africa,Liberia,"Vincent Aboubakar, Mbwana Samatta",False,86,75.72,6435307.71,"€18,234,786.77 - Vincent Aboubakar",High Base + Short Duration,martha.johnson@sullivan-powers.info,+231422790571,4.87,12,"Arabic, French, Portuguese","Contract Negotiation, Career Development, Talent Scouting",2024-03-28,Mclaughlin-Richardson
Andrew Wolfe,FA640CB4CB,Southern Africa,South Africa,"Aymen Dahmen, Wahbi Khazri",False,16,69.61,2109866.83,"€14,520,371.29 - Anis Ben Slimane",Endorsement Deal Integration,andrew.wolfe@boyd.com,+27521444933,4.25,27,"Arabic, English, Swahili","Player Marketing, Career Development",2025-02-08,Kim LLC
Colin Barber,FAAEF5357C,North Africa,Western Sahara,"Samuel Chukwueze, Victor Osimhen, Seifeddine Jaziri, Aymen Dahmen",False,11,72.3,12236529.75,"€15,572,758.27 - Anis Ben Slimane",Incentive-driven Performance,colin.barber@jones.com,+000837408088,4.25,15,"Spanish, Portuguese","Career Development, Player Marketing",2024-05-19,"Robinson, Prince and Fisher"
Kristina Gould,FAD6CF6086,West Africa,Guinea-Bissau,"Edmond Tapsoba, Yassine Bounou",False,59,74.69,3838960.76,"€9,525,190.34 - Seifeddine Jaziri",Performance-based + Image Rights,kristina.gould@thomas-flores.com,+245156813284,4.22,21,"Arabic, Portuguese","Talent Scouting, Contract Negotiation",2024-05-23,"Johnson, Parks and Thomas"
Eric Rivas,FA15EA49AB,North Africa,Morocco,"Anis Ben Slimane, Riyad Mahrez",False,68,63.93,12487879.15,"€12,973,973.59 - Chancel Mbemba",No-trade Clause,eric.rivas@edwards.biz,+212238474127,3.67,6,"Portuguese, Swahili, Arabic","Contract Negotiation, Player Marketing, Career Development",2024-07-16,"Reed, Horn and Cole"
James George,FA1667B96E,West Africa,Burkina Faso,"Seifeddine Jaziri, Aymen Balbouli, Ali Maâloul, Riyad Mahrez",True,10,79.28,3586090.04,"€11,662,876.63 - Percy Tau",Signing-on Fee Included,james.george@wise.net,+226137347264,4.54,7,"Arabic, Spanish, Portuguese","Talent Scouting, International Transfers, Player Marketing",2024-05-14,Nichols-Carpenter
Sally Smith,FA177AD263,West Africa,Senegal,"Riyad Mahrez, Wilfried Zaha, Karl Toko Ekambi",False,65,83.36,9858208.64,"€12,953,982.24 - Vincent Aboubakar",High Base + Short Duration,sally.smith@hall-chambers.com,+221910923582,4.91,3,"French, Swahili, Spanish, Arabic","Contract Negotiation, International Transfers, Talent Scouting",2024-12-22,Gonzalez PLC
Thomas Burton,FABFC50C8C,East Africa,South Sudan,"Mbwana Samatta, Sadio Mané, Percy Tau, Vincent Aboubakar",True,41,77.31,8824537.55,"€12,431,114.79 - Yassine Bounou",Revenue-sharing from Transfers,thomas.burton@pugh.com,+211812981499,4.56,2,"English, French, Arabic, Portuguese","Career Development, Talent Scouting, Player Marketing",2024-05-29,Peterson Group
Diane Robinson,FA5E8551DE,East Africa,Seychelles,"Anis Ben Slimane, Edmond Tapsoba, Inaki Williams",False,82,73.75,1883629.49,"€3,361,752.29 - André Onana",Experience-based Scaling,diane.robinson@baker-robles.biz,+248416790574,3.5,11,"Spanish, English, French, Portuguese","Talent Scouting, Contract Negotiation, Player Marketing",2025-02-16,Fowler and Sons
Amanda Gonzalez,FA4833F4EF,Southern Africa,Botswana,"Inaki Williams, Frank Kessié, Ali Maâloul, Achraf Hakimi",True,35,81.34,3910908.27,"€16,858,701.77 - Wahbi Khazri",No-trade Clause,amanda.gonzalez@castro.com,+267513927498,4.31,16,"Portuguese, Swahili, Spanish, Arabic","Talent Scouting, International Transfers, Youth Development",2024-04-14,Rogers Group
Kristen Lin,FAC3F779A9,North Africa,Western Sahara,"Wahbi Khazri, Thomas Partey, Édouard Mendy, Patson Daka",True,89,89.18,92838.9,"€11,713,048.50 - Patson Daka",Experience-based Scaling,kristen.lin@mata.com,+000160258157,4.85,27,"Portuguese, French, English","Player Marketing, Career Development, Contract Negotiation",2025-01-12,Bradford Inc
Samantha Goodman,FA73E756C4,Central Africa,Central African Republic,"Mbwana Samatta, Inaki Williams, Seifeddine Jaziri, Thomas Partey",True,73,63.56,1400434.54,"€18,036,172.32 - Anis Ben Slimane",Market Value Dependent,samantha.goodman@pennington.com,+236280170118,4.48,28,"Arabic, Portuguese, Swahili","Player Marketing, Contract Negotiation, Talent Scouting",2024-06-14,Cooke PLC
Victoria Weaver,FA2BEA67A7,East Africa,Mauritius,"Michael Olunga, Anis Ben Slimane, André Onana",True,87,77.34,1298581.9,"€14,773,681.78 - Victor Osimhen",No-trade Clause,victoria.weaver@nelson.com,+230311399736,4.74,28,"Portuguese, Swahili, French","Career Development, Contract Negotiation",2024-11-04,Sanchez LLC
Lauren Espinoza,FAEA6AEA97,East Africa,Eritrea,"Mohamed Salah, Thomas Partey, Aymen Balbouli",True,72,89.41,4155796.85,"€9,492,099.69 - Youssef Msakni",Experience-based Scaling,lauren.espinoza@roberts-drake.com,+291323586065,4.61,5,"Spanish, Swahili","Contract Negotiation, Career Development, Player Marketing",2025-02-22,Thompson-Curry
Timothy Petty,FA6B59E65D,West Africa,Guinea-Bissau,"Samuel Chukwueze, Edmond Tapsoba",False,49,81.98,7092230.32,"€21,682,877.73 - Edmond Tapsoba",No-trade Clause,timothy.petty@weaver.com,+245555892884,3.69,22,"French, English, Portuguese","Talent Scouting, Contract Negotiation",2024-05-08,"Larson, Navarro and Petersen"
Melissa Mitchell,FA1CC4CA9B,East Africa,Eritrea,"Inaki Williams, Achraf Hakimi, Vincent Aboubakar",False,36,62.72,14701433.24,"€19,378,304.77 - Youssef Msakni",Market Value Dependent,melissa.mitchell@aguilar-brock.com,+291768442241,4.1,20,"English, Portuguese","Talent Scouting, Player Marketing",2024-06-07,Reyes Ltd
Katie Simon,FACA6F1180,East Africa,Uganda,"Vincent Aboubakar, Samuel Chukwueze, Aymen Dahmen",False,67,61.58,6183580.58,"€14,969,772.08 - Wahbi Khazri",Revenue-sharing from Transfers,katie.simon@lowe-ramsey.org,+256395935975,4.07,27,"Arabic, French","Player Marketing, Youth Development",2024-12-27,Kelly-Kelly
Theodore Mccarthy,FADCC3C97C,Central Africa,Gabon,"Patson Daka, Riyad Mahrez",True,20,80.61,4607534.44,"€18,556,428.23 - Percy Tau",Performance-based + Image Rights,theodore.mccarthy@shepherd-walls.biz,+241870670310,4.3,5,"Portuguese, Swahili, Arabic","Contract Negotiation, Career Development, Player Marketing",2024-11-30,Bowen PLC
John Diaz,FAEF1CC06E,North Africa,Sudan,"Percy Tau, Seifeddine Jaziri",False,53,95.16,14393926.11,"€18,720,426.65 - Yassine Bounou",High Base + Short Duration,john.diaz@burgess.com,+249857167442,3.88,10,"Spanish, English","Player Marketing, Youth Development, Contract Negotiation",2024-04-28,"Bray, Tran and Li"
Brandon Cooper,FAA38C576B,Central Africa,Angola,"Édouard Mendy, Aymen Dahmen",False,90,74.86,9921892.3,"€19,675,023.09 - Mbwana Samatta",Loyalty Bonus Included,brandon.cooper@ochoa.biz,+244049589573,4.11,26,"Spanish, Swahili","Contract Negotiation, Youth Development, Talent Scouting",2024-04-04,Stark-Fernandez
Marc Simpson,FAF755D839,Southern Africa,Eswatini (Swaziland),"André Onana, Vincent Aboubakar, Wilfried Zaha",False,66,90.33,10865645.56,"€16,080,398.31 - Frank Kessié",Revenue-sharing from Transfers,marc.simpson@morgan.com,+268547915575,3.58,20,"Spanish, Arabic","Youth Development, Career Development",2025-02-07,Fitzgerald-Beltran
Amber Johnson,FAECB86E34,East Africa,Djibouti,"Karl Toko Ekambi, Chancel Mbemba, Aymen Dahmen, Frank Kessié",True,25,95.97,11121653.23,"€15,664,397.28 - André Onana",Loyalty Bonus Included,amber.johnson@bass-humphrey.com,+253692330185,4.77,14,"Swahili, Portuguese, English, Spanish","Talent Scouting, Youth Development, Career Development",2024-09-13,Marsh-Davis
Jeffrey Wang,FA2298D9A8,Central Africa,Democratic Republic of the Congo,"Riyad Mahrez, Samuel Chukwueze, Achraf Hakimi",True,9,70.94,3219551.32,"€7,671,424.90 - Anis Ben Slimane",Performance-based + Image Rights,jeffrey.wang@lopez.com,+243165185967,3.5,2,"Arabic, French, Portuguese","Contract Negotiation, International Transfers",2024-08-03,Wong-Jimenez
Gary Pugh,FA2031B0FD,Central Africa,Chad,"Youssef Msakni, Vincent Aboubakar",False,8,69.46,3053256.17,"€13,742,685.19 - Michael Olunga",Medical & Injury Coverage,gary.pugh@zimmerman-smith.biz,+235260296475,3.95,24,"Spanish, Swahili","Talent Scouting, Contract Negotiation, Youth Development",2024-12-30,"Ray, Cohen and Brady"
Sabrina Wilson,FAC9B8266D,Southern Africa,Botswana,"Karl Toko Ekambi, Riyad Mahrez",True,27,97.8,9619358.33,"€17,358,699.40 - Mohamed Salah",Revenue-sharing from Transfers,sabrina.wilson@hanson.org,+267642577446,4.53,22,"French, English","Player Marketing, International Transfers",2025-01-25,"Collins, Johnson and Thornton"
Arthur Nichols,FA73C20F95,West Africa,Togo,"Wilfried Zaha, Michael Olunga, Achraf Hakimi, Kalidou Koulibaly",False,48,85.11,3795043.02,"€17,108,345.02 - Thomas Partey",High Base + Short Duration,arthur.nichols@johnson-hernandez.biz,+228443830381,3.74,29,"English, Spanish, French, Portuguese","Youth Development, Player Marketing",2024-06-13,Jackson and Sons
James White,FA4EFC8C92,North Africa,Algeria,"André Onana, Anis Ben Slimane, Édouard Mendy",False,65,89.44,6641342.69,"€13,157,867.88 - Samuel Chukwueze",Renewal Option at Club’s Discretion,james.white@cole.com,+213744054784,4.64,16,"Portuguese, Arabic","International Transfers, Talent Scouting",2024-02-27,Lewis-Forbes
Manuel Edwards,FAA7E794DF,West Africa,Burkina Faso,"Sadio Mané, Yassine Bounou, Mbwana Samatta, Youssef Msakni",False,53,67.28,2774345.49,"€9,353,807.80 - Ali Maâloul",Youth Development Oriented,manuel.edwards@mitchell.info,+226518675515,3.77,17,"Swahili, French, Arabic","Talent Scouting, Youth Development",2025-02-12,Johns Ltd
Keith Walker,FAA14CA6A5,North Africa,Egypt,"Seifeddine Jaziri, Yassine Bounou, Michael Olunga, Youssef Msakni",True,8,95.07,3568253.34,"€7,529,304.85 - Sadio Mané",Appearance-based Bonuses,keith.walker@thompson.com,+20274540501,4.58,13,"Swahili, Arabic","Career Development, Contract Negotiation, Player Marketing",2024-12-06,Collins LLC
Tammy Joseph,FA13E9E62C,Southern Africa,Lesotho,"Percy Tau, Achraf Hakimi",True,93,69.08,12749812.36,"€20,438,824.84 - Thomas Partey",High Base + Short Duration,tammy.joseph@johnson.net,+266618515631,4.02,6,"French, Spanish, Portuguese","Player Marketing, Youth Development",2024-08-28,"Potter, Mcdonald and Powell"
Haley Wilkerson,FA304F112E,East Africa,Eritrea,"Thomas Partey, Wahbi Khazri",True,33,62.02,5504508.44,"€15,233,170.28 - Victor Osimhen",Loyalty Bonus Included,haley.wilkerson@valdez-fletcher.com,+291963478560,4.16,8,"Spanish, Swahili","Contract Negotiation, Youth Development",2024-03-17,"Meyer, Alvarez and Brown"
Christopher Rodriguez,FA1134BE7A,Central Africa,Equatorial Guinea,"Vincent Aboubakar, Inaki Williams, André Onana",False,21,96.82,2969209.8,"€3,729,020.02 - Inaki Williams",Championship Clause Activation,christopher.rodriguez@stone.com,+240398849503,4.32,13,"Spanish, Arabic, French","Youth Development, International Transfers",2024-10-17,Castro Ltd
Timothy Padilla,FA929772DD,Southern Africa,Botswana,"Seifeddine Jaziri, Aymen Dahmen, Riyad Mahrez, Kalidou Koulibaly",False,9,74.53,2380493.56,"€4,242,880.23 - Michael Olunga",Incentive-driven Performance,timothy.padilla@thompson-sanchez.biz,+267330320303,3.57,24,"English, French","Youth Development, International Transfers",2024-05-19,"Chang, Jones and Jones"
Catherine Young,FA7B9500FE,Southern Africa,Namibia,"André Onana, Kalidou Koulibaly, Victor Osimhen",True,74,86.42,11173155.5,"€19,793,529.06 - Sadio Mané",Sponsorship-linked Earnings,catherine.young@boyer.com,+264234591526,3.94,23,"Portuguese, Swahili, French, Spanish","Youth Development, International Transfers",2024-10-26,Perez-Williams
Andrew Fitzpatrick,FA9BA75090,East Africa,Kenya,"Mbwana Samatta, Mohamed Salah, Édouard Mendy, Edmond Tapsoba",True,8,62.33,10362871.62,"€19,057,948.30 - Thomas Partey",High Base + Short Duration,andrew.fitzpatrick@wall.com,+254778466673,4.96,24,"French, Arabic, English, Portuguese","Talent Scouting, Youth Development",2025-01-20,Glass-Duran
Autumn Long,FA4EADA5EF,East Africa,Zambia,"Aymen Balbouli, Karl Toko Ekambi",False,34,97.33,13234987.22,"€18,901,148.22 - André Onana",Sponsorship-linked Earnings,autumn.long@thomas.info,+260200867478,4.97,24,"French, English","Career Development, Contract Negotiation",2024-05-10,Kim-Harris
Jennifer Oconnell,FA524A01B5,East Africa,Rwanda,"Mbwana Samatta, Seifeddine Jaziri",False,95,77.95,11475988.85,"€20,058,042.72 - Aymen Balbouli",Championship Clause Activation,jennifer.oconnell@hernandez.com,+250302761261,4.32,26,"Spanish, Arabic, Portuguese, English","Player Marketing, Contract Negotiation",2024-11-29,Oliver-Miller
Barry Rosales,FABAC28D06,West Africa,Nigeria,"Vincent Aboubakar, Sadio Mané, Percy Tau, Aymen Dahmen",False,57,60.61,4694204.4,"€8,231,798.88 - Mohamed Salah",Medical & Injury Coverage,barry.rosales@williams.com,+234146319155,4.69,13,"French, Spanish","Career Development, Youth Development, International Transfers",2025-01-23,Smith PLC
Christine Harrington,FA2607E185,Southern Africa,South Africa,"Chancel Mbemba, Patson Daka, Michael Olunga",False,95,78.77,5928822.24,"€8,538,171.79 - Inaki Williams",No-trade Clause,christine.harrington@hudson.com,+27259408899,4.68,26,"Swahili, Portuguese, English","Player Marketing, Talent Scouting",2025-01-15,Sanchez-Massey
Gina Reilly,FA42A43F25,North Africa,Morocco,"Michael Olunga, Achraf Hakimi",True,79,82.36,3931105.71,"€18,933,563.51 - Aymen Balbouli",Medical & Injury Coverage,gina.reilly@ellis.net,+212134436174,4.58,18,"Swahili, Spanish","Contract Negotiation, Youth Development",2024-04-17,Sullivan PLC
Denise Valencia,FA3315CB21,West Africa,Gambia,"Kalidou Koulibaly, Anis Ben Slimane, Victor Osimhen",True,91,64.05,3619332.24,"€14,639,840.83 - Aymen Balbouli",No-trade Clause,denise.valencia@williams.com,+220028084846,4.6,24,"English, Arabic, Swahili, Spanish","Career Development, Contract Negotiation",2024-08-02,Mendez-Reeves
Robert Morris,FA6D8C1AA0,North Africa,Sudan,"Youssef Msakni, Inaki Williams",False,60,70.24,9828954.78,"€16,664,266.68 - Wilfried Zaha",No-trade Clause,robert.morris@conley-patterson.com,+249101107548,3.68,9,"Portuguese, Spanish, English","Career Development, Contract Negotiation, Youth Development",2024-11-19,Miller PLC
Jeffrey Gomez,FA7323A7A3,Southern Africa,Namibia,"Edmond Tapsoba, Aymen Balbouli, Michael Olunga",True,31,79.12,13020194.5,"€18,672,930.88 - Riyad Mahrez",Renewal Option at Club’s Discretion,jeffrey.gomez@adams.biz,+264519172629,3.57,23,"Swahili, Spanish, English, Arabic","Talent Scouting, Contract Negotiation",2024-12-09,Ford-Robinson
Andrew Garza,FAE1431CE4,East Africa,Djibouti,"Ali Maâloul, Michael Olunga",True,15,95.11,8194748.08,"€9,584,487.68 - Sadio Mané",Long-term Development Focus,andrew.garza@smith.net,+253620424363,4.63,27,"Arabic, Portuguese, Spanish","Contract Negotiation, Talent Scouting, Youth Development",2024-06-10,Ferguson-Reyes
Michael Miller,FA6C624B43,East Africa,Kenya,"Patson Daka, Youssef Msakni, Inaki Williams, Vincent Aboubakar",True,29,82.01,11894106.01,"€13,231,101.40 - Aymen Balbouli",Youth Development Oriented,michael.miller@smith-james.org,+254736966168,4.3,4,"English, Spanish, Swahili, Arabic","Youth Development, International Transfers",2024-04-21,Campbell PLC
Donna Boyer,FA6C4288F5,Central Africa,Sao Tome and Principe,"Youssef Msakni, Yassine Bounou",True,77,81.59,4543862.5,"€15,269,950.33 - Karl Toko Ekambi",Signing-on Fee Included,donna.boyer@lee-evans.com,+000547831444,3.9,20,"Arabic, English","International Transfers, Youth Development",2025-01-19,Miller and Sons
David Scott,FA89054FC3,West Africa,Gambia,"Ali Maâloul, Youssef Msakni, Victor Osimhen, Michael Olunga",False,85,80.16,4629353.31,"€19,485,881.61 - André Onana",Market Value Dependent,david.scott@lee.com,+220243688561,3.62,9,"English, Portuguese, Swahili, French","Career Development, Player Marketing",2024-08-11,Myers Group
Stephanie Robertson,FA95D059C8,West Africa,Mali,"Achraf Hakimi, Inaki Williams, Seifeddine Jaziri, Vincent Aboubakar",False,7,83.6,14141536.34,"€14,532,199.03 - Vincent Aboubakar",Incentive-driven Performance,stephanie.robertson@moon.com,+223103357277,4.58,13,"English, Swahili, Portuguese, Arabic","Youth Development, Talent Scouting, Career Development",2024-09-29,Richardson Ltd
Ronnie Turner,FA1CDB3C6B,Southern Africa,Eswatini (Swaziland),"Riyad Mahrez, Yassine Bounou, Karl Toko Ekambi",False,91,62.83,1102629.44,"€3,423,440.61 - Mbwana Samatta",Loyalty Bonus Included,ronnie.turner@barrett.com,+268497217354,3.66,16,"English, Portuguese, Arabic","International Transfers, Player Marketing, Youth Development",2024-02-24,Johnson and Sons
John Lucero,FA3F1EDD83,West Africa,Senegal,"Percy Tau, Aymen Balbouli, Victor Osimhen, Wilfried Zaha",False,69,79.22,5104709.77,"€8,134,942.78 - Seifeddine Jaziri",Balanced Terms with Bonuses,john.lucero@mclaughlin.org,+221335060313,4.75,22,"English, Swahili, French","Talent Scouting, Player Marketing",2024-09-06,"Greene, Chen and Cohen"
Ryan Rodriguez,FA2C683828,Central Africa,Sao Tome and Principe,"Vincent Aboubakar, Achraf Hakimi, André Onana, Victor Osimhen",True,76,97.74,7568655.9,"€13,896,700.50 - Mohamed Salah",Market Value Dependent,ryan.rodriguez@clark.com,+000530701284,4.83,10,"Arabic, Portuguese, French, Spanish","International Transfers, Career Development",2025-01-19,"Palmer, Fuller and Patrick"
Richard Garcia,FA73F90F1C,Central Africa,Sao Tome and Principe,"Sadio Mané, Thomas Partey, Mbwana Samatta",False,92,71.15,414028.31,"€19,235,460.34 - Karl Toko Ekambi",Medical & Injury Coverage,richard.garcia@miles.com,+000918385492,4.59,23,"English, Portuguese, Swahili","Contract Negotiation, International Transfers, Career Development",2024-02-25,Richards-Barry
Gerald Roberts,FA79DC3EAB,East Africa,Tanzania,"Achraf Hakimi, Anis Ben Slimane, Michael Olunga",False,59,83.28,12691464.24,"€20,871,658.74 - Anis Ben Slimane",Signing-on Fee Included,gerald.roberts@lopez-blake.com,+255460556914,4.47,21,"English, Swahili, Spanish","Talent Scouting, Contract Negotiation",2024-05-12,Gibson-Warren
Kristie Davis,FA9598C201,East Africa,Uganda,"Thomas Partey, Michael Olunga, Edmond Tapsoba",False,8,79.38,983228.23,"€16,415,813.39 - Youssef Msakni",Appearance-based Bonuses,kristie.davis@wolf-thompson.org,+256479462029,3.6,26,"Swahili, English","Contract Negotiation, Talent Scouting",2024-07-23,"Ramirez, Rose and Perez"
Amy Davis,FAD8902C5E,Central Africa,Central African Republic,"Percy Tau, Inaki Williams, Anis Ben Slimane",False,100,82.7,4080976.34,"€9,339,450.78 - Mohamed Salah",Renewal Option at Club’s Discretion,amy.davis@dunn-aguilar.com,+236452737031,4.48,15,"Portuguese, Spanish","Youth Development, Contract Negotiation, Talent Scouting",2024-02-29,"Navarro, Duffy and Berg"
Jonathon Chen,FACDA8DB78,North Africa,Egypt,"Youssef Msakni, Aymen Balbouli",False,34,83.17,4408656.49,"€18,217,938.55 - Wilfried Zaha",Renewal Option at Club’s Discretion,jonathon.chen@cooley.biz,+20144556390,4.39,20,"Arabic, Swahili, French, English","Career Development, Contract Negotiation, Player Marketing",2024-11-23,Sullivan and Sons
Joseph Moore,FAF36CFD8A,Central Africa,Sao Tome and Principe,"Thomas Partey, Chancel Mbemba, Youssef Msakni, Yassine Bounou",False,52,97.99,7697151.11,"€10,615,634.00 - Frank Kessié",Medical & Injury Coverage,joseph.moore@bass-grant.com,+000269129994,3.93,21,"Swahili, English","Youth Development, International Transfers, Talent Scouting",2024-11-12,Shelton-Myers
Tracy Thompson,FA7595F02B,East Africa,Zambia,"Wahbi Khazri, Achraf Hakimi",True,89,85.79,1676628.17,"€18,719,620.79 - Samuel Chukwueze",Market Value Dependent,tracy.thompson@lopez.com,+260224105165,4.79,27,"Spanish, French","Contract Negotiation, Youth Development",2025-02-10,Gilmore LLC
